Input 1,Input 2,Input 3,Input 4,Input 5,Input 6,Input 7,Input 8,Input 9,Input 10,Input 11,Input 12,class
3.809,1.047,5.311,4.944,0.7593,1.277,0.4114,0.3174,0.4907,1.152,0.9802,5.251,two
3.898,0.8142,5.276,5.084,0.6042,1.449,0.5579,0.1587,0.6128,1.073,1.038,5.413,two
4.075,0.8545,5.381,4.828,0.7092,1.516,0.5872,0.2441,0.6555,1.2,1.008,5.326,two
4.286,0.9607,5.586,5.121,0.8716,1.633,0.6616,0.2368,0.7031,1.086,1.097,5.007,two
4.205,0.9131,5.233,4.866,0.7703,1.766,0.6287,0.3564,0.6909,1.211,1.047,5.363,two
4.305,0.9094,5.414,5.137,0.8496,1.772,0.6079,0.2502,0.7007,1.355,1.129,5.413,two
4.012,0.8801,5.549,5.184,0.8948,1.771,0.885,0.376,0.8838,1.338,1.097,5.652,two
4.445,0.918,5.76,5.388,0.8093,1.91,0.6348,0.3369,0.7568,1.39,1.089,5.751,two
4.156,0.7959,5.715,5.193,0.8289,1.908,0.6653,0.2893,0.813,1.477,1.105,5.476,two
4.026,0.791,5.543,5.419,0.8679,1.79,0.6812,0.2979,0.7837,1.743,1.121,5.33,two
4.448,0.7874,5.714,4.932,0.9338,1.973,0.6812,0.3833,0.7117,1.583,1.08,5.695,two
4.209,0.8508,5.491,5.286,0.9619,1.952,0.5542,0.4785,0.7141,1.719,1.093,-9999,two
4.268,0.7471,5.713,5.071,0.9106,2.036,0.7874,0.3564,0.7898,1.714,1.042,5.446,two
4.119,0.8057,5.839,5.306,0.9827,1.992,0.7495,0.2625,0.6628,1.753,1.216,5.399,two
4.253,0.7593,5.564,5.295,0.7141,1.973,0.7056,0.2722,0.7996,1.469,1.089,4.867,two
4.412,0.7129,5.601,4.945,0.8923,2.079,0.8008,0.2966,0.752,1.735,1.152,5.372,two
4.213,0.6982,5.507,4.806,0.8423,1.962,0.7971,0.3259,0.7678,1.797,1.171,5.015,two
4.332,0.6262,5.543,4.757,0.8691,1.991,0.6494,0.2661,0.719,1.838,1.016,5.334,two
4.476,0.6848,5.265,5.266,0.8057,1.901,0.7935,0.321,0.7458,1.974,1.057,5.293,two
4.182,0.7349,5.387,4.956,0.874,2.039,0.7275,0.2954,0.7666,1.847,1.144,5.745,two
4.202,0.7532,5.496,5.366,0.824,1.967,0.7117,0.2673,0.8618,1.979,1.194,5.079,two
4.357,0.7288,5.559,5.011,0.8069,2.025,0.7983,0.3882,0.7874,2.073,1.155,5.714,two
4.365,0.7739,5.699,5.117,0.8777,2.1,0.7007,0.3528,0.8069,1.973,1.13,5.599,two
4.521,0.7642,5.47,5.25,0.8936,2.063,0.6079,0.2368,0.7556,2.072,1.084,5.281,two
4.346,0.7129,5.581,5.24,0.968,2.015,0.6177,0.3528,0.769,2.142,1.162,5.348,two
4.559,0.6665,5.231,5.283,0.8936,1.927,0.6641,0.3528,0.7312,2.001,1.235,4.79,two
4.366,0.6641,5.62,5.494,0.8984,2.097,0.6824,0.3418,0.8472,2.14,1.144,5.723,two
4.329,0.6873,5.702,5.234,0.9302,1.941,0.6799,0.4089,0.7788,2.14,1.135,5.488,two
4.579,0.6421,5.314,5.453,0.8911,1.847,0.6543,0.2002,0.8337,1.94,1.101,5.344,two
4.519,0.7617,5.54,4.951,0.8264,1.921,0.7104,0.3076,0.7617,2.251,1.161,5.341,two
4.221,0.5908,5.376,5.171,0.8459,2.045,0.7263,0.3455,-9999,2.211,1.202,5.264,two
4.43,0.6934,5.505,5.289,0.7739,2.021,0.6726,0.4517,0.7166,2.1,1.3,5.612,two
4.443,0.7007,5.345,4.987,0.9033,1.98,0.7507,0.2869,0.802,2.059,1.254,5.156,two
4.486,0.7898,5.547,5.045,0.929,2.009,0.8276,0.3796,0.824,2.24,1.24,5.49,two
4.261,0.5762,5.389,4.908,0.8899,2.021,0.7922,0.4138,0.7446,2.097,1.212,4.872,two
4.536,0.6812,5.604,5.227,0.9546,2.096,0.8594,0.3296,0.7239,2.22,1.257,5.52,two
4.376,0.6885,5.566,5.31,0.9778,1.973,0.6775,0.4053,0.9021,2.277,1.179,5.515,two
4.335,0.6091,5.765,5.33,0.9741,2.114,0.7349,0.2856,0.6763,2.229,1.219,5.493,two
4.565,0.7568,5.608,5.518,1.036,1.927,0.8228,0.2844,0.7886,2.361,1.179,5.184,two
4.371,0.5334,5.375,5.332,1.069,1.993,0.8191,0.3955,0.8362,2.345,1.125,4.724,two
4.541,0.7019,5.698,5.587,1.072,2.159,0.625,0.4382,0.8777,2.262,1.143,5.463,two
4.626,0.5566,5.876,5.597,1.045,2.189,0.7812,0.3528,0.7947,2.39,1.189,5.345,two
4.567,0.7007,5.839,5.181,1.111,2.271,0.946,0.4639,0.824,2.448,1.229,5.472,two
4.607,0.7031,5.389,5.515,1.135,2.314,0.9326,0.4272,1.039,2.296,1.064,4.778,two
4.662,0.6494,5.481,5.757,1.224,2.428,0.9973,0.354,1.016,2.31,1.346,5.657,two
4.601,0.6445,5.769,5.458,1.171,2.482,1.013,-9999,1.05,2.258,1.372,5.579,two
4.446,0.5359,5.57,5.654,1.068,2.415,1.067,0.3748,1.046,2.573,1.267,5.188,two
4.532,0.614,-9999,5.535,1.227,2.451,1.056,0.4724,0.9521,2.454,1.279,-9999,two
4.441,-9999,5.447,5.652,1.248,2.449,1.068,0.5151,1.104,2.513,1.29,5.157,two
4.581,0.614,5.464,5.654,1.171,2.666,1.09,0.5518,1.13,2.645,1.274,5.029,two
4.417,0.5103,5.461,5.551,-9999,2.593,0.9509,0.3699,0.9473,2.883,1.377,5.804,two
3.019,2.546,4.746,4.913,0.6921,0.4663,0.6262,0.2515,0.5505,1.425,1.069,5.453,two
2.914,2.748,4.503,4.861,0.8167,0.4846,0.5151,0.2344,0.5713,1.362,1.104,5.348,two
3.153,2.813,4.821,4.894,0.7739,0.5859,0.6604,0.105,0.5542,1.394,1.072,4.814,two
3.126,2.6,4.949,4.773,0.7019,0.4333,0.4919,0.05249,0.5823,1.53,1.224,5.186,two
3.335,2.689,4.706,4.629,0.8472,0.5481,0.5481,0.2515,0.3259,1.454,1.169,5.439,two
3.121,2.351,4.724,4.646,0.8337,0.6128,0.5908,0.1953,0.498,1.572,1.127,5.339,two
3.248,2.437,4.985,4.652,0.7947,0.6348,0.5469,0.2869,0.3967,1.702,1.169,4.697,two
3.213,2.452,4.943,4.557,0.8606,0.6396,0.5505,0.2185,0.5432,1.76,1.132,5.555,two
3.209,2.472,4.905,4.264,0.9155,0.5835,0.4944,0.05005,0.5273,1.842,1.212,5.432,two
3.094,2.371,4.845,4.29,0.8093,0.6665,0.5859,0.2332,0.5554,1.826,1.08,5.3,two
3.357,2.498,4.625,4.415,0.6885,0.5945,0.498,0.2722,0.448,1.899,1.277,5.475,two
3.24,2.308,4.819,4.475,0.8215,0.7336,0.5884,0.3296,0.4395,1.907,1.329,5.336,two
3.206,2.408,4.658,4.508,0.7568,0.6482,0.4834,0.2344,0.5713,1.897,1.306,5.193,two
3.121,2.489,4.775,4.225,0.8386,0.7483,0.686,0.1721,0.3564,1.84,1.18,4.829,two
3.293,2.369,5.032,4.42,0.6836,0.8191,0.5347,0.2954,0.5188,1.885,1.229,5.723,two
3.242,2.417,5.001,4.321,0.8569,0.8362,0.4309,0.1904,0.2759,1.83,1.122,5.042,two
3.256,2.166,4.658,4.31,0.7068,0.7666,0.4175,0.2307,0.5457,1.783,1.152,5.22,two
3.231,2.264,4.775,4.302,0.6445,0.8105,0.4724,0.354,0.5127,1.992,1.351,5.754,two
3.309,2.405,4.797,4.214,0.7751,0.7739,0.3845,0.2197,0.4187,1.99,1.196,5.067,two
2.99,2.269,4.96,4.133,0.6824,0.824,0.4541,0.2661,0.4163,1.906,1.201,5.42,two
3.088,2.4,4.98,4.301,0.6238,0.7361,0.415,0.1355,0.4382,1.824,1.139,4.999,two
3.049,2.218,5.081,4.246,0.6384,0.7996,0.4834,0.07568,0.4932,1.722,1.205,4.856,two
3.027,2.295,5.096,4.172,0.6787,0.7434,0.5127,0.2637,0.5164,1.744,1.161,4.746,two
3.142,2.266,4.872,4.292,0.6653,0.8044,0.3882,0.2124,0.4614,1.665,1.251,5.199,two
3.027,2.386,4.731,4.717,0.7849,0.8875,0.271,0.2319,0.5347,1.749,1.097,5.621,two
2.877,2.268,4.873,4.958,0.708,0.7959,0.5835,0.1941,0.5835,1.737,1.104,5.641,two
3.051,2.242,5,4.697,0.7556,0.7825,0.47,0.2026,0.5139,1.821,1.15,5.374,two
3.188,-9999,5.212,4.657,0.835,0.7629,0.4993,0.2722,0.4956,1.815,1.169,5.472,two
3.127,1.885,5.132,4.366,0.802,0.7898,0.5737,0.105,0.5347,1.804,1.14,5.16,two
3.032,2.206,4.897,4.102,0.8118,0.8594,0.6201,0.2893,0.4602,1.785,1.233,4.868,two
3.085,2.262,4.741,3.877,0.8435,0.8301,0.3979,0.2393,0.4773,1.726,1.124,4.978,two
2.903,2.146,5.11,4.125,0.7715,0.8362,0.5884,0.365,0.3345,1.763,1.144,5.342,two
2.98,2.192,4.822,3.827,0.7666,0.8301,0.4297,0.1831,0.4456,1.746,1.084,5.01,two
3.09,2.081,5.099,4.226,0.7263,0.7629,0.4102,0.2222,0.3699,1.77,1.085,5.345,two
3.217,2.129,4.972,4.398,0.7239,0.9241,0.4736,0.2466,0.3845,1.562,1.151,5.326,two
3.325,1.985,4.872,4.288,0.7898,0.6799,0.3992,0.155,0.6262,1.625,1.039,4.706,two
3.307,2.13,4.982,4.22,0.7239,0.7947,0.437,0.2844,0.3674,1.569,1.027,5.022,two
3.16,2.214,5.247,4.081,0.7117,0.6616,0.3503,0.07812,0.4456,1.547,1.089,5.527,two
3.032,2.192,4.871,4.316,0.752,0.7288,0.4309,0.2026,0.4651,1.604,1.038,5.297,two
2.965,2.053,4.838,4.323,0.6616,0.7056,0.3198,0.144,0.4028,1.6,1.208,5.397,two
3.23,2.18,4.76,4.352,0.509,0.625,0.2979,0.1379,0.3784,1.621,1.176,4.747,two
3.292,2.294,4.774,4.601,0.675,0.7568,0.4468,0.1868,0.4651,1.587,1.176,5.728,two
3.257,2.128,5.085,4.431,0.675,0.7056,0.2771,-9999,0.4883,1.637,1.062,5.436,two
3.201,2.096,4.944,4.294,0.6104,0.636,0.47,0.2429,0.4407,1.61,-9999,5.557,two
3.042,1.871,4.736,4.244,0.708,0.6299,0.426,0.238,0.5151,1.658,1.038,5.56,two
3.068,2.137,5.151,4.243,0.6348,0.6238,0.3369,0.1636,0.4651,1.635,1.057,5.126,two
2.991,2.302,-9999,4.669,0.6824,0.6348,0.4382,0.3027,0.5286,1.628,1.218,5.408,two
3.242,2.01,4.76,4.844,0.6665,0.7166,0.3345,0.3064,0.4822,1.61,1.099,5.713,two
2.891,2.192,4.862,4.456,0.5457,0.5798,0.4858,0.1184,0.4944,1.613,1.298,5.026,two
2.938,2.355,5.122,4.198,0.5798,0.6152,0.3796,0.2246,-9999,1.626,1.134,5.289,two
3.038,2.285,5.16,3.918,0.5945,0.686,0.3992,0.2148,0.3662,1.575,1.055,5.107,two
2.986,2.141,4.775,4.186,0.498,-9999,0.4468,0.001221,0.4407,1.595,1.066,5.646,two
2.827,1.989,4.681,3.926,0.7739,0.6506,0.3308,0.1294,0.4626,1.473,1.095,4.806,two
2.83,2.12,4.686,4.124,0.5786,0.6213,0.3296,0.3516,0.3711,1.442,1.045,5.461,two
3.011,2.095,4.833,4.352,0.5798,0.6372,0.4053,0.2148,0.4565,1.567,1.138,5.251,two
2.855,2.233,5.042,4.64,0.5505,0.6909,0.3113,0.1611,0.4846,1.577,0.9631,5.774,two
4.397,2.744,5.49,5.327,1.388,1.919,-9999,0.3845,0.9192,3.176,1.205,0.5786,three
4.514,2.891,4.857,5.721,1.333,1.796,0.7349,0.3333,0.9644,3.363,1.375,0.7166,three
4.402,2.916,5.299,5.569,1.387,1.962,0.8191,0.3979,1.187,3.651,1.284,0.7544,three
4.425,3.123,5.592,5.564,1.359,1.96,0.885,0.4834,1.265,3.848,1.436,0.7898,three
4.563,3.108,5.4,5.621,1.478,1.965,0.9619,0.4456,1.237,4.321,1.425,0.885,three
4.615,3.053,5.388,5.701,1.525,-9999,0.8813,0.5615,1.277,4.611,1.459,1.027,three
4.382,3.099,5.717,5.654,1.539,1.688,0.9314,0.3833,1.332,4.825,1.539,0.8118,three
4.435,3.152,5.664,5.598,1.544,1.926,0.9644,0.4907,1.351,5.072,1.564,0.9619,three
4.545,3.228,5.554,5.72,1.578,1.987,0.8826,0.5334,1.322,5.157,1.605,0.8301,three
4.351,3.298,5.299,5.695,1.421,2.073,0.9265,0.437,1.471,4.996,1.571,0.8875,three
4.614,3.287,5.177,5.713,1.605,2.065,0.9387,0.5066,1.257,5.157,1.658,0.6067,three
4.43,3.038,5.557,5.78,1.654,2.125,0.9839,0.4944,1.293,5.065,1.588,0.8765,three
4.514,3.251,5.818,5.607,1.611,2.194,1.08,0.4956,1.32,5.051,1.622,0.8069,three
4.443,3.311,5.785,5.775,1.537,1.982,1.067,0.5688,1.328,5.106,1.65,0.741,three
4.629,3.146,5.564,5.645,1.499,2.157,0.9265,0.6055,1.415,5.005,1.66,0.7629,three
4.475,3.279,5.371,5.852,1.514,2.067,0.8398,0.5005,1.301,4.949,1.519,0.9326,three
4.462,3.149,5.758,5.735,1.586,2.19,0.8899,0.5298,1.342,5.096,1.428,0.719,three
4.377,3.358,5.432,5.585,-9999,2.092,0.885,0.5298,1.45,5.116,1.611,0.7263,three
4.644,3.158,5.774,5.612,1.538,2.189,0.8984,0.4736,1.345,4.885,1.498,0.8252,three
4.635,3.312,5.245,5.527,1.545,2.205,1.017,0.4431,1.375,5.071,1.534,0.7727,three
4.457,3.069,5.732,5.446,1.584,2.125,0.929,0.4419,1.284,4.932,1.384,0.8508,three
4.54,3.146,5.73,5.62,1.56,2.054,0.9265,0.4822,1.228,4.885,1.572,0.8557,three
4.377,2.784,5.32,5.609,1.515,2.134,0.9167,0.4175,1.23,4.821,1.401,0.625,three
4.703,3.093,5.53,5.544,1.655,2.089,0.8032,0.4761,1.021,4.86,1.501,0.7996,three
4.587,3.12,5.541,5.712,1.576,2.252,0.9229,0.437,0.8911,4.924,1.448,0.863,three
4.57,3.069,5.228,5.574,1.576,2.083,0.8362,0.459,0.9167,4.868,1.407,0.874,three
4.409,3.029,5.325,5.599,1.637,2.074,0.7935,0.4211,1.007,4.923,1.389,0.7825,three
4.614,2.943,5.342,5.554,1.628,2.178,0.8911,0.4651,1.1,4.723,1.409,0.957,three
4.504,3.198,5.372,5.699,1.573,2.305,0.8923,0.5518,1.046,4.779,1.333,1.012,three
4.557,3.234,5.466,5.781,1.609,2.148,0.8801,0.437,1.133,4.701,1.406,0.7886,three
4.382,3.414,5.254,5.426,1.465,2.194,0.9729,0.5151,1.141,4.537,1.487,0.752,three
4.471,3.723,5.837,5.767,1.464,2.083,0.929,0.481,1.13,4.55,1.387,0.8447,three
4.65,3.781,5.732,5.515,1.436,2.147,0.885,0.542,1.235,4.476,1.504,0.7581,three
4.574,3.873,5.26,5.503,1.458,2.155,0.8826,0.4395,1.205,4.471,1.506,0.8997,three
4.504,3.704,5.664,5.747,-9999,2.046,0.8459,0.5054,1.318,4.371,1.396,0.824,three
4.59,3.82,5.165,5.798,1.501,2.061,0.8887,0.481,1.16,4.294,1.372,0.741,three
4.336,3.829,5.188,5.82,1.426,2.023,0.78,0.4016,1.191,4.172,1.427,0.708,three
4.377,4.185,5.177,5.795,1.416,2.042,0.8557,0.5127,1.368,4.058,1.427,0.7886,three
4.57,4.114,5.477,5.518,1.459,1.987,0.8203,0.481,1.287,4.071,1.384,0.8923,three
4.645,4.276,5.438,5.696,1.382,2.01,0.7507,0.4797,1.085,3.989,1.459,0.6653,three
4.602,4.06,5.615,5.637,1.309,2.023,0.7971,0.4419,1.177,3.942,1.404,0.9131,three
4.777,1.371,5.704,5.636,1.44,2.139,0.9167,0.4211,1.25,5.261,1.487,0.8386,three
4.792,1.526,5.24,5.562,1.633,2.141,0.9888,0.5872,1.168,5.182,1.538,0.6921,three
4.576,1.415,5.441,5.548,1.548,2.15,0.8643,0.4993,1.19,5.114,1.571,0.6616,three
4.532,1.422,5.718,5.839,1.672,2.307,0.9631,0.6238,1.208,4.95,1.685,0.7434,three
4.501,1.489,5.699,5.702,1.537,2.218,1.016,0.5054,1.177,4.987,1.536,0.6165,three
4.54,1.517,5.243,5.657,1.495,2.314,0.9387,0.5713,1.101,5.184,1.584,0.7898,three
4.64,1.45,5.447,5.414,1.318,2.063,1.012,0.4419,1.107,5.039,1.636,0.7288,three
4.644,1.321,5.529,5.514,1.544,2.229,0.9119,0.5225,1.212,5.184,1.68,0.769,three
4.636,1.461,5.516,5.811,1.669,2.223,1.018,0.5566,1.265,5.065,1.656,0.6287,three
4.399,1.477,5.698,5.627,1.559,2.371,0.9924,0.592,1.249,5.037,1.779,0.8606,three
4.585,1.364,5.47,5.496,1.605,2.323,0.9534,0.5676,1.47,5.081,1.831,0.8606,three
4.725,1.495,5.54,5.688,1.577,2.354,0.9058,0.6128,1.235,5.057,1.843,0.8496,three
4.667,1.418,5.73,5.598,1.534,2.231,0.9937,0.5835,1.282,4.995,1.826,0.7666,three
4.275,1.462,-9999,5.792,1.472,2.323,0.824,0.5566,1.235,5.129,1.776,0.7056,three
4.537,1.5,5.498,5.53,1.438,2.278,0.8459,0.6592,1.039,5.109,1.942,0.8508,three
4.514,1.411,5.659,5.822,1.475,2.207,0.9216,0.4687,1.069,4.996,1.743,0.8838,three
4.845,1.033,5.729,5.829,2.161,2.454,1.382,0.8923,1.833,5.035,1.675,0.6531,three
4.624,1.118,5.74,5.906,2.097,2.423,1.471,0.8398,1.725,5.004,1.893,0.8032,three
4.849,0.9753,5.72,5.894,2.08,2.427,1.39,0.769,1.797,5.061,1.797,0.8264,three
4.669,1.095,5.676,5.929,2.158,2.568,1.481,0.7605,1.802,5.004,1.906,0.7166,three
4.734,1.069,5.491,5.927,2.153,2.578,1.464,0.7654,1.84,5.02,1.864,0.863,three
4.789,1.013,5.847,5.95,2.136,2.665,1.547,0.8484,1.87,5.15,1.77,0.7959,three
4.739,1.069,5.5,5.908,2.222,2.576,1.482,0.8972,1.914,5.02,1.898,0.8386,three
4.868,0.9863,5.736,5.964,2.14,2.745,1.588,0.835,1.851,5.092,1.915,0.9753,three
4.537,0.9839,5.62,5.886,2.233,2.708,1.517,-9999,1.779,5.111,1.909,0.6433,three
4.709,1.182,5.885,5.897,2.169,2.505,1.428,0.9753,1.814,5.129,1.849,0.7483,three
4.871,1.001,5.537,5.879,2.174,2.638,1.455,0.8704,1.862,5.312,1.892,0.8325,three
4.863,0.9644,5.42,5.909,2.059,2.656,1.495,0.8948,1.771,5.073,1.803,0.6165,three
4.878,0.9778,5.808,5.847,2.064,2.75,1.534,0.7556,1.783,4.889,1.886,0.6567,three
4.902,1.068,5.645,5.92,2.072,2.698,1.479,0.8447,1.661,5.029,2.184,0.8899,three
-9999,0.9082,5.699,5.883,2.144,2.576,1.555,0.7776,1.732,4.926,1.786,0.9534,three
4.797,1.041,5.656,5.892,1.989,2.639,1.484,0.7935,1.731,5.095,1.779,0.8533,three
4.686,1.104,5.455,5.92,2.063,2.521,1.401,0.9058,1.743,4.924,1.774,0.7947,three
4.878,1.135,5.696,5.894,2.09,2.633,1.442,0.9216,1.744,5.062,1.826,0.7312,three
4.504,1.03,5.804,5.878,1.989,2.618,1.599,0.6592,1.66,5.085,1.636,0.8496,three
4.833,1.075,5.752,5.957,1.958,2.605,1.418,0.7605,1.799,4.923,1.804,0.7275,three
4.641,1.031,5.472,5.883,2.017,2.546,1.486,0.8459,1.766,4.886,1.827,0.7703,three
4.556,1.028,5.878,5.895,2.028,2.576,1.392,0.7886,1.796,-9999,1.785,0.9229,three
4.763,1.024,5.745,5.913,2.019,2.639,1.541,0.7959,1.84,5.044,1.83,0.8386,three
4.808,0.9583,5.62,5.951,2.134,2.588,1.503,0.8093,1.658,4.919,1.736,0.8606,three
4.583,1.002,5.787,5.919,2.051,2.555,1.487,0.8252,1.812,5.029,1.713,0.7471,three
4.552,0.9448,5.793,5.913,2.014,2.592,-9999,0.8606,1.832,4.928,1.774,0.8301,three
4.871,1.034,5.472,5.918,1.992,2.566,1.447,-9999,1.779,5.176,1.726,0.7654,three
4.618,1.044,5.739,5.901,2.188,2.371,1.401,0.9033,1.713,4.923,1.638,0.708,three
4.796,0.9521,5.627,5.916,2.036,2.521,1.414,0.835,1.761,5.044,1.801,0.6433,three
4.934,1.027,5.499,5.928,2.14,2.581,1.498,0.8057,1.748,5.109,1.721,0.7812,three
4.899,1.144,5.499,5.93,2.064,2.59,1.573,0.686,1.816,4.994,1.73,0.7861,three
4.901,1.005,5.629,5.885,2.3,2.573,1.595,0.9302,1.71,4.954,1.733,0.7617,three
4.612,0.9778,5.867,5.881,2.229,2.582,1.492,0.9351,1.826,5.249,1.825,0.719,three
4.738,0.9717,5.562,5.9,2.122,2.709,1.564,0.8655,1.853,5.018,1.917,0.8289,three
4.846,1.035,5.486,5.892,2.205,2.615,1.582,0.8521,1.914,5.096,1.84,0.7141,three
4.951,0.9106,5.59,5.946,2.322,2.733,1.655,0.8301,1.703,5.16,1.853,0.9497,three
4.866,1.093,5.817,5.933,2.196,2.708,1.678,0.9204,1.729,5.133,1.865,1.006,three
4.934,0.9558,5.785,5.894,2.219,2.715,1.614,0.9314,1.938,5.052,1.876,0.7544,three
4.745,1.01,5.61,5.876,2.275,2.692,1.748,0.9998,1.873,4.968,1.816,0.7947,three
4.935,0.8801,5.605,5.94,2.212,2.814,1.788,0.9351,1.896,5.105,1.862,0.8801,three
4.658,0.9985,5.629,5.939,2.272,2.769,1.681,0.9778,1.984,5.067,2.112,1.002,three
4.822,0.7898,5.668,5.917,2.253,2.71,1.819,1.039,2.021,5.044,1.919,0.7922,three
4.916,0.9888,5.792,5.955,2.412,2.809,1.664,0.968,2.006,4.891,1.884,0.9021,three
4.781,0.9082,5.576,5.934,2.372,2.863,1.689,0.8813,2.04,5.045,1.992,0.7666,three
4.774,0.9631,5.781,5.936,2.206,2.781,1.73,0.8826,1.971,4.935,2.034,0.7507,three
4.808,0.885,5.865,5.916,2.111,2.788,1.58,1.013,1.859,5.042,1.936,0.8081,three
4.529,-9999,5.649,5.903,2.086,2.771,1.688,0.8777,1.919,5.149,2.013,0.8667,three
4.673,0.918,5.625,5.905,2.047,2.695,1.519,0.863,1.875,4.941,1.996,0.5933,three
3.884,2.876,5.127,5.105,0.7764,0.9351,0.5139,0.2893,0.6653,1.301,0.9668,0.7947,three
3.953,3.015,5.78,5.221,0.7935,0.8948,0.7556,0.2673,0.6201,1.332,0.9998,0.6726,three
3.768,2.924,5.348,4.841,0.8191,1.039,0.5859,0.1685,0.6665,1.379,0.9644,0.7092,three
4.038,2.805,5.554,5.311,0.8557,1.031,0.5774,0.1489,0.6213,1.201,1.014,0.8496,three
3.859,2.772,5.385,5.204,0.6348,1.108,0.6189,0.3406,0.6738,1.25,0.9656,0.6848,three
3.95,2.887,5.076,5.427,0.8777,1.013,0.5591,0.332,0.6604,1.311,1.001,0.7922,three
3.947,2.77,5.388,5.161,0.8386,1.119,0.6055,0.3418,0.708,1.437,1.052,0.6775,three
4.143,2.698,5.718,5.237,0.8398,1.042,0.625,0.3308,0.6384,1.439,1.075,0.9851,three
3.94,2.719,5.315,4.956,0.8362,1.058,0.4858,0.3455,0.8093,1.348,1.028,0.7507,three
3.938,2.701,5.061,5.22,0.7886,1.146,0.6946,0.343,0.6946,1.437,1.014,0.6177,three
3.894,2.592,5.184,5.173,0.8167,1.183,0.5969,0.1526,0.6897,1.449,0.929,0.8032,three
3.892,2.809,5.073,5.159,0.8264,-9999,0.6482,0.2808,0.575,1.538,0.9448,0.8569,three
3.949,2.745,5.156,4.807,0.7715,1.177,0.6396,0.3772,0.6616,1.478,1.005,0.8215,three
4.255,2.859,5.569,5.286,0.8142,1.051,0.6982,0.3442,0.5933,1.409,1.027,0.8923,three
4.167,2.654,5.088,5.226,0.7471,1.26,0.6006,0.2551,0.6274,1.339,1.145,0.6262,three
4.039,2.496,5.713,5.049,0.8289,1.206,0.4907,0.4187,0.4675,1.251,1.104,0.9058,three
4.346,2.717,5.165,5.205,0.8496,1.173,0.5811,0.2917,0.6824,1.458,0.7959,0.752,three
4.097,2.495,5.46,5.098,0.9924,1.215,0.5188,0.4541,0.7019,1.395,0.9985,0.6628,three
3.907,2.44,5.156,4.808,0.9241,1.274,0.5164,0.3967,0.7239,1.517,1.094,0.6763,three
4.136,2.448,5.225,4.897,0.73,1.263,0.6958,0.3027,0.7239,1.449,0.9961,0.4675,three
4.164,2.495,5.657,5.457,0.8643,1.27,0.6396,0.3198,0.6689,1.52,1.05,0.7886,three
4.183,2.438,5.237,5.397,0.7556,1.35,0.7776,0.3064,0.6934,1.49,1.035,0.8362,three
4.254,2.19,5.431,4.814,0.6677,1.499,0.6335,0.2893,0.575,1.364,1.107,0.824,three
4.089,2.261,5.245,5.365,0.8203,1.36,0.5469,0.3284,0.6396,1.56,1.068,0.874,three
3.992,2.311,5.747,5.15,0.7153,1.176,0.5347,0.2698,0.5847,1.456,1.022,0.8594,three
4.099,2.272,5.803,5.227,0.7483,1.215,0.6152,0.3076,0.6641,1.547,1.045,0.8032,three
3.887,2.083,5.3,4.707,0.6604,1.187,0.4297,0.3064,0.6262,1.453,1.062,0.8826,three
3.981,2.117,5.311,4.924,0.7654,1.271,0.4712,0.3906,0.6555,1.561,0.9851,0.7898,three
4.738,0.5945,5.524,5.131,1.031,2.555,1.04,0.4089,0.6934,5.103,1.993,0.7971,three
4.576,0.4822,5.762,5.239,0.9961,2.606,0.99,0.4724,0.8716,5.024,2.072,0.7593,three
4.869,0.4883,5.587,5.251,0.8862,2.485,0.9509,0.4236,0.8203,4.965,2.219,0.7751,three
4.775,0.5493,5.605,5.293,1.086,2.533,0.9839,0.3223,0.8875,5.107,2.169,0.7092,three
4.785,0.5798,5.579,5.206,1.021,2.778,1.062,0.4565,0.9363,5.038,2.181,0.9045,three
4.645,0.498,5.681,5.015,-9999,2.576,1.021,0.3845,0.8911,5.034,2.213,0.791,three
4.818,0.5151,5.881,5.437,1.042,2.596,0.9875,0.5017,0.8923,4.968,2.166,0.5066,three
4.822,0.4138,5.684,5.327,1.176,2.76,1.012,0.4077,0.9778,5.09,2.319,0.7874,three
4.811,0.5444,5.63,5.33,1.173,2.784,1.067,0.4297,0.9521,5.3,2.284,0.8191,three
4.771,0.5786,5.588,5.41,1.099,2.723,1.05,0.3491,1.029,5.032,2.311,0.7458,three
4.612,0.4919,5.59,5.439,1.045,2.69,1.027,0.4419,0.9473,5.038,2.266,0.8093,three
4.624,0.8215,5.656,5.927,2.142,2.391,1.973,1.012,1.873,5.056,1.908,0.9216,three
4.888,0.8655,5.627,-9999,2.26,2.506,2.051,1.029,1.875,5.131,1.92,0.791,three
4.587,0.7764,5.771,5.896,2.211,2.495,2.004,0.9741,1.903,4.98,1.941,0.8765,three
4.65,0.752,5.729,5.992,2.23,2.468,2.087,1.033,1.899,5.051,2.026,0.8862,three
4.91,0.7996,5.58,5.944,2.263,2.603,2.108,1.021,1.965,4.991,1.896,0.7812,three
4.609,0.7361,5.785,5.978,2.351,2.72,2.175,1.097,1.86,-9999,1.976,0.896,three
4.823,0.719,5.767,5.968,2.458,2.562,2.256,1.047,1.919,4.974,1.985,0.73,three
4.723,0.658,5.692,5.891,2.408,2.716,2.185,1.068,1.769,5.005,1.92,0.7397,three
4.658,0.6458,5.649,5.92,2.341,2.615,2.021,1.062,1.893,5.081,1.986,0.8569,three
